hi	hai
tom didn t swim because it was too cold	tom tidak berenang karena terlalu dingin
tom died three weeks after the accident	tom meninggal tiga minggu setelah kecelakaan itu
tom doesn t need to go there by himself	tom tidak perlu pergi ke sana sendirian
tom doesn t study as hard as he used to	tom tidak belajar sekeras dulu
tom doesn t want to play golf with mary	tom tidak ingin bermain golf dengan mary
tom had no food or water for three days	tom tidak makan dan minum selama tiga hari
tom has been a customer for a long time	tom sudah menjadi pelanggan sejak lama
tom has been there for over three years	tom sudah berada di sana selama lebih dari tiga tahun
tom has never lived anywhere but boston	tom tidak pernah tinggal di tempat lain selain boston
tom has two brothers who live in boston	tom punya dua saudara lelaki yang tinggal di boston
tom humiliated me in front of my family	tom mempermalukanku di depan keluargaku
tom is playing with his dog in the yard	tom sedang bermain bersama anjingnya di halaman
tom isn t the best student in our class	tom bukan siswa terbaik di kelas kami
tom looks as if he lost his best friend	tom nampak seperti telah kehilangan teman baiknya
tom picked the box up and looked inside	tom mengangkat kotak dan melihat isinya
tom picked up the knife and examined it	tom mengambil pisau dan memeriksanya
tom pushed the wheelchair down the hall	tom mendorong kursi roda melewati lorong
tom says that he s never eaten raw fish	tom bilang dia belum pernah makan ikan mentah
tom stood up and walked out of the room	tom berdiri dan berjalan keluar ruangan
tom told mary john couldn t eat walnuts	tom memberi tahu mary bahwa john tidak bisa makan kacang kenari
tom wants to be the center of attention	tom ingin menjadi pusat perhatian
tom was stabbed three times in the neck	tom ditikam tiga kali di bagian leher
tom was surprised mary had a motorcycle	tom terkejut mengetahui mary memiliki sepeda motor
tom went splashing through the shallows	tom pergi melewati sungai yang dangkal dengan berjalan kaki
tom won t do that unless you ask him to	tom tidak akan melakukannya kecuali jika kau memintanya
tom s family moved to australia in	keluarga tom pindah ke australia pada tahun
we don t want to be the last ones there	kami tidak ingin menjadi yang terakhir di sana
we invited all our friends to the party	kita mengundang semua teman kita ke pesta
we ll leave as soon as it quits raining	kita akan pergi segera setelah hujan reda
what are you going to do with the money	apa yang akan kamu lakukan dengan uang itu
what s your favorite television program	apa acara televisi kesukaanmu
when was the last time you fed the cows	kapan terakhir kali kamu memberi makan sapi sapi itu
when was the last time you used a ruler	kapan terakhir kali kamu menggunakan penggaris
where is the tourist information office	di mana letak kantor pusat informasi turis
where s there a supermarket around here	di sekitar sini supermarket ada di mana
who were you waiting for at the station	siapa yang kamu tunggu di stasiun
who d want to live in a place like this	siapa yang ingin tinggal di tempat yang seperti ini
why didn t you come to school yesterday	kenapa kamu tidak masuk sekolah kemarin
why do you know so much about australia	mengapa kamu tahu begitu banyak tentang australia
you don t need to go unless you want to	kamu tidak harus pergi kecuali kalau kamu memang mau
you had a beard the last time i saw you	terakhir kali aku melihat kamu kamu berjenggot
you never told me that you were married	kamu tidak pernah memberitahuku kalau kamu telah menikah
you should follow your teacher s advice	kamu harus mengikuti petunjuk gurumu
you were at home yesterday weren t you	kau kemarin berada di rumah kan
a lot of birthday cards will arrive soon	bayak kartu ulang tahun yang akan segera datang
a lot of kids don t wear bicycle helmets	banyak anak anak yang tidak memakai helm sepeda
a tourist died after falling off a cliff	seorang wisatawan tewas terjatuh dari tebing
although he s young he has a grey beard	walaupun dia masih muda dia memiliki janggut abu abu
apples are usually green yellow or red	apel biasanya berwarna hijau kuning atau merah
are you serious about what you re saying	apa kau serius dengan apa yang kau katakan
buenos aires is the capital of argentina	buenos aires adalah ibu kota argentina
can you give me the definition of a cone	bisa berikan aku definisi kerucut
cats have the ability to see in the dark	kucing punya kemampuan melihat dalam gelap
city officials often have sticky fingers	pejabat kota seringkali bertangan panjang
come on guys this is not funny anymore	ayolah teman teman ini sudah tidak lucu lagi
could i please have one more can of beer	bisa saya pesan satu kaleng bir lagi
do you have a similar saying in japanese	apakah ada pepatah yang mirip dalam bahasa jepang
do you have any questions about the food	apa kamu punya pertanyaan tentang makanannya
do you know any of the boys in this room	apa kamu mengenal salah satu dari anak anak di ruangan ini
do you like listening to classical music	apakah kamu suka mendengarkan musik klasik
does tom know how much you paid for that	apakah tom tahu berapa banyak yang kamu keluarkan untuk itu
does it rain much here during the summer	apakah di sini sering hujan saat musim panas
everything i ve told you may not be true	semua yang telah aku beritahukan padamu mungkin tidak sepenuhnya benar
far from being bored i had a great time	jauh dari kata bosan waktu saya menyenangkan
have you already started learning french	apa kamu sudah mulai belajar bahasa prancis
have you already started learning french	apa kau sudah mulai mempelajari bahasa prancis
have you ever gone to the beach with tom	apakah kamu pernah pergi ke pantai dengan tom
have you ever gone to the beach with tom	pernahkah kamu pergi ke pantai bersama tom
have you finished cleaning your room yet	sudahkah kau selesai membersihkan kamarmu
he fits the description in the newspaper	dia cocok dengan apa yang tertulis di koran
he held his tongue and didn t say a word	dia menahan lidahnya dan tidak mengatakan sepatah katapun
he is on the point of leaving for canada	dia akan segera berangkat menuju ke kanada
he suggested that i write to her at once	dia menyarankan agar aku segera menulis surat kepadanya
he was chosen to be a member of the team	dia terpilih menjadi anggota tim
he was elected governor of texas in	dia terpilih sebagai gubernur texas pada tahun
he worked hard to provide for his family	dia bekerja keras untuk menafkahi keluarganya
his grandfather died of cancer last year	kakeknya meninggal karena kanker tahun lalu
his letter says he ll arrive next sunday	di suratnya tertulis kalau dia akan tiba hari minggu besok
how did you know what i was going to say	bagaimana kamu tahu apa yang akan aku katakan
how many churches are there in this city	ada berapa banyak gereja di kota ini
how would you feel if your wife left you	apa yang kau rasakan ketika istrimu meninggalkanmu
i barely have enough money for groceries	aku nyaris tak punya uang untuk membeli makanan
i can t remember the melody of that song	saya tidak bisa mengingat melodi lagu itu
i can t remember the melody to that song	saya tidak bisa mengingat melodi lagu itu
i could neither see nor hear the speaker	saya tidak bisa melihat atau pun mendengar pembicaranya
i didn t expect tom to be at the meeting	aku tidak menyangka tom hadir dalam rapat
i didn t think we needed to wait for tom	saya rasa kita tidak perlu menunggu tom
i don t believe you you re always lying	aku tidak percaya padamu kau selalu berbohong
i don t know what i would do without you	aku tidak tahu apa yang akan kulakukan tanpamu
i don t like to wear shoes without socks	aku tidak suka memakai sepatu tanpa kaus kaki
i don t remember the title of that movie	aku tidak ingat judul film itu
i don t think tom would like living here	aku rasa tom tidak akan suka tinggal di sini
i don t think anyone thinks you re crazy	aku tidak berpikir kalau ada orang menganggapmu gila
i doubt the authenticity of the document	saya meragukan keaslian dokumen ini
i doubt you will be happy with my report	aku ragu kamu akan senang melihat laporanku
i have my supper at a quarter past seven	saya makan malam pada pukul tujuh lewat lima belas menit
i have no interest in doing this anymore	aku tidak tertarik untuk melakukan hal ini lagi
i haven t finished reading this book yet	aku belum selesai membaca buku ini
i haven t talked with tom in a long time	sudah lama saya tidak berbicara dengan tom
i heard that tom plans to move to boston	saya mendengar bahwa tom berencana pindah ke boston
i hope we can finish the project on time	aku harap kita bisa menyelesaikan proyek tepat waktu
i hope you re not going to disappoint me	saya harap kamu tidak akan membuat saya kecewa
i just assumed mary was tom s girlfriend	saya beranggapan bahwa mary adalah pacarnya tom
i just want you to remember this feeling	aku cuma ingin kamu mengingat perasaan ini
i know that tom is a bit older than mary	aku tahu bahwa tom sedikit lebih tua daripada mary
i know that you lied to me the other day	aku tahu kamu berbohong kapan hari
i love sports i get that from my father	aku suka olahraga itu menurun dari ayahku
i think i can help tom with his homework	aku pikir aku bisa membantu tom mengerjakan prnya
i think i know why tom doesn t like mary	aku pikir aku tahu kenapa tom tidak suka pada mary
i think i will take a vacation this week	kupikir aku akan berlibur pekan ini
i think we have some unfinished business	aku pikir kita punya beberapa urusan yang belum diselesaikan
i think we need to find a new babysitter	aku pikir kita perlu mencari pengasuh bayi yang baru
i think you ve been trying to contact us	ku kira kau sedang mencoba menghubungi kami tadi
i thought that perhaps you could help us	aku kira kau mungkin bisa membantu kami
i will ask him where he went last sunday	aku akan bertanya kepadanya hari minggu kemarin dia pergi kemana
i will go provided the weather is clear	aku akan pergi jika cuacanya cerah
i wrote a letter to my parents back home	aku menulis surat untuk orang tuaku yang ada di kampung halaman
i d like to know who took those pictures	saya ingin tahu siapa yang mengambil foto foto itu
